unique_string,worker_id,assignment_id,hit_id,video_url,response,label,correctness,timeout,experiment_number,ip_address,time_taken,submission_timestamp,correct_during_trial,incorrect_during_trial,device_properties
9900ae4f38d3c110770f9d004e45760b,613a802b5c0b64bb69295ff3,6618342e265068a5070e66ee,661833849fb2ff5c1edce07e,chair/chair_03/03/0037.png,0,1,0,False,0,187.189.212.62,3.2893428802490234,2024-04-11 19:10:59.737313,19,2,"None None None Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
9900ae4f38d3c110770f9d004e45760b,613a802b5c0b64bb69295ff3,6618342e265068a5070e66ee,661833849fb2ff5c1edce07e,chair/chair_03/09/0033.png,0,0,1,False,1,187.189.212.62,2.775693655014038,2024-04-11 19:11:03.913434,19,2,"None None None Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
9900ae4f38d3c110770f9d004e45760b,613a802b5c0b64bb69295ff3,6618342e265068a5070e66ee,661833849fb2ff5c1edce07e,suitcase/suitcase_03/07/0016.png,0,0,1,False,2,187.189.212.62,2.6582107543945312,2024-04-11 19:11:08.894707,19,2,"None None None Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
9900ae4f38d3c110770f9d004e45760b,613a802b5c0b64bb69295ff3,6618342e265068a5070e66ee,661833849fb2ff5c1edce07e,couch/couch_03/03/0040.png,1,1,1,False,3,187.189.212.62,2.8061001300811768,2024-04-11 19:11:13.053109,19,2,"None None None Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
9900ae4f38d3c110770f9d004e45760b,613a802b5c0b64bb69295ff3,6618342e265068a5070e66ee,661833849fb2ff5c1edce07e,chair/chair_03/07/0048.png,1,0,0,False,4,187.189.212.62,3.4381771087646484,2024-04-11 19:11:17.852207,19,2,"None None None Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
9900ae4f38d3c110770f9d004e45760b,613a802b5c0b64bb69295ff3,6618342e265068a5070e66ee,661833849fb2ff5c1edce07e,hydrant/hydrant_03/06/0005.png,0,0,1,False,5,187.189.212.62,2.815851926803589,2024-04-11 19:11:22.042703,19,2,"None None None Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
9900ae4f38d3c110770f9d004e45760b,613a802b5c0b64bb69295ff3,6618342e265068a5070e66ee,661833849fb2ff5c1edce07e,chair/chair_03/07/0044.png,0,0,1,False,6,187.189.212.62,2.9375808238983154,2024-04-11 19:11:26.346620,19,2,"None None None Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
9900ae4f38d3c110770f9d004e45760b,613a802b5c0b64bb69295ff3,6618342e265068a5070e66ee,661833849fb2ff5c1edce07e,car/car_03/07/0019.png,0,0,1,False,7,187.189.212.62,2.694122314453125,2024-04-11 19:11:30.695553,19,2,"None None None Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
9900ae4f38d3c110770f9d004e45760b,613a802b5c0b64bb69295ff3,6618342e265068a5070e66ee,661833849fb2ff5c1edce07e,bench/bench_03/09/0040.png,0,0,1,False,8,187.189.212.62,2.4784767627716064,2024-04-11 19:11:34.519409,19,2,"None None None Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
9900ae4f38d3c110770f9d004e45760b,613a802b5c0b64bb69295ff3,6618342e265068a5070e66ee,661833849fb2ff5c1edce07e,umbrella/umbrella_03/09/0038.png,0,0,1,False,9,187.189.212.62,2.8771047592163086,2024-04-11 19:11:38.885335,19,2,"None None None Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
