unique_string,worker_id,assignment_id,hit_id,video_url,response,label,correctness,timeout,experiment_number,ip_address,time_taken,submission_timestamp,correct_during_trial,incorrect_during_trial,device_properties
bef89c24797a985bc748a2f48c9c91b2,akash,something,something,chair/chair_03/03/0037.png,1,1,1,False,0,128.148.207.45,3.140419244766236,2024-03-22 00:43:36.702158,15,7,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
bef89c24797a985bc748a2f48c9c91b2,akash,something,something,chair/chair_03/09/0033.png,0,0,1,False,1,128.148.207.45,3.040330648422241,2024-03-22 00:43:40.972490,15,7,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
bef89c24797a985bc748a2f48c9c91b2,akash,something,something,suitcase/suitcase_03/07/0016.png,1,0,0,False,2,128.148.207.45,3.722549200057984,2024-03-22 00:43:45.864534,15,7,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
bef89c24797a985bc748a2f48c9c91b2,akash,something,something,couch/couch_03/03/0040.png,0,1,0,False,3,128.148.207.45,4.008892297744751,2024-03-22 00:43:51.022028,15,7,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
bef89c24797a985bc748a2f48c9c91b2,akash,something,something,chair/chair_03/07/0048.png,0,0,1,False,4,128.148.207.45,2.905414581298828,2024-03-22 00:43:55.071611,15,7,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
bef89c24797a985bc748a2f48c9c91b2,akash,something,something,hydrant/hydrant_03/06/0005.png,0,0,1,False,5,128.148.207.45,4.06898307800293,2024-03-22 00:44:00.272250,15,7,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
bef89c24797a985bc748a2f48c9c91b2,akash,something,something,chair/chair_03/07/0044.png,0,0,1,False,6,128.148.207.45,2.772385835647583,2024-03-22 00:44:04.193269,15,7,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
bef89c24797a985bc748a2f48c9c91b2,akash,something,something,car/car_03/07/0019.png,0,0,1,False,7,128.148.207.45,3.507637023925781,2024-03-22 00:44:08.840260,15,7,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
bef89c24797a985bc748a2f48c9c91b2,akash,something,something,bench/bench_03/09/0040.png,0,0,1,False,8,128.148.207.45,2.2595765590667725,2024-03-22 00:44:12.245664,15,7,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
bef89c24797a985bc748a2f48c9c91b2,akash,something,something,umbrella/umbrella_03/09/0038.png,0,0,1,False,9,128.148.207.45,3.2092230319976807,2024-03-22 00:44:16.602025,15,7,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
bef89c24797a985bc748a2f48c9c91b2,akash,something,something,couch/couch_03/05/0047.png,1,1,1,False,10,128.148.207.45,2.55097770690918,2024-03-22 00:44:20.310190,15,7,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
bef89c24797a985bc748a2f48c9c91b2,akash,something,something,umbrella/umbrella_03/09/0009.png,0,0,1,False,11,128.148.207.45,2.622061014175415,2024-03-22 00:44:24.085497,15,7,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
bef89c24797a985bc748a2f48c9c91b2,akash,something,something,chair/chair_03/01/0042.png,1,1,1,False,12,128.148.207.45,3.2985668182373047,2024-03-22 00:44:28.555959,15,7,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
