unique_string,worker_id,assignment_id,hit_id,video_url,response,label,correctness,timeout,experiment_number,ip_address,time_taken,submission_timestamp,correct_during_trial,incorrect_during_trial,device_properties
39276a632e97e9b86745fbe885461a2e,6606c453c9d256b1bb0431a0,6635325b0ef7cdfc42271524,66353090756460b1129b59e0,chair/chair_03/01/0042.png,0,0,1,False,0,188.61.81.233,3.2344274520874023,2024-05-03 18:56:27.912175,13,9,"None None None Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
39276a632e97e9b86745fbe885461a2e,6606c453c9d256b1bb0431a0,6635325b0ef7cdfc42271524,66353090756460b1129b59e0,couch/couch_03/02/0009.png,0,0,1,False,1,188.61.81.233,2.7625303268432617,2024-05-03 18:56:32.355976,13,9,"None None None Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
39276a632e97e9b86745fbe885461a2e,6606c453c9d256b1bb0431a0,6635325b0ef7cdfc42271524,66353090756460b1129b59e0,suitcase/suitcase_03/02/0046.png,1,0,0,False,2,188.61.81.233,3.2103042602539062,2024-05-03 18:56:37.185192,13,9,"None None None Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
39276a632e97e9b86745fbe885461a2e,6606c453c9d256b1bb0431a0,6635325b0ef7cdfc42271524,66353090756460b1129b59e0,laptop/laptop_03/03/0011.png,0,0,1,False,3,188.61.81.233,2.7996201515197754,2024-05-03 18:56:41.561238,13,9,"None None None Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
39276a632e97e9b86745fbe885461a2e,6606c453c9d256b1bb0431a0,6635325b0ef7cdfc42271524,66353090756460b1129b59e0,bench/bench_03/04/0010.png,0,0,1,False,4,188.61.81.233,3.2450454235076904,2024-05-03 18:56:46.347504,13,9,"None None None Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
39276a632e97e9b86745fbe885461a2e,6606c453c9d256b1bb0431a0,6635325b0ef7cdfc42271524,66353090756460b1129b59e0,couch/couch_03/04/0018.png,0,0,1,False,5,188.61.81.233,2.7321064472198486,2024-05-03 18:56:50.615919,13,9,"None None None Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
39276a632e97e9b86745fbe885461a2e,6606c453c9d256b1bb0431a0,6635325b0ef7cdfc42271524,66353090756460b1129b59e0,car/car_03/05/0034.png,0,0,1,False,6,188.61.81.233,2.7996718883514404,2024-05-03 18:56:55.241792,13,9,"None None None Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
39276a632e97e9b86745fbe885461a2e,6606c453c9d256b1bb0431a0,6635325b0ef7cdfc42271524,66353090756460b1129b59e0,motorcycle/motorcycle_03/05/0038.png,0,0,1,False,7,188.61.81.233,2.810687065124512,2024-05-03 18:57:00.561101,13,9,"None None None Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
39276a632e97e9b86745fbe885461a2e,6606c453c9d256b1bb0431a0,6635325b0ef7cdfc42271524,66353090756460b1129b59e0,bench/bench_03/03/0027.png,0,0,1,False,8,188.61.81.233,3.1270620822906494,2024-05-03 18:57:05.280451,13,9,"None None None Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
39276a632e97e9b86745fbe885461a2e,6606c453c9d256b1bb0431a0,6635325b0ef7cdfc42271524,66353090756460b1129b59e0,suitcase/suitcase_03/04/0015.png,0,0,1,False,9,188.61.81.233,3.110880136489868,2024-05-03 18:57:11.022705,13,9,"None None None Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
39276a632e97e9b86745fbe885461a2e,6606c453c9d256b1bb0431a0,6635325b0ef7cdfc42271524,66353090756460b1129b59e0,motorcycle/motorcycle_03/03/0040.png,0,0,1,False,10,188.61.81.233,2.819704532623291,2024-05-03 18:57:15.459375,13,9,"None None None Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
39276a632e97e9b86745fbe885461a2e,6606c453c9d256b1bb0431a0,6635325b0ef7cdfc42271524,66353090756460b1129b59e0,car/car_03/05/0044.png,0,0,1,False,11,188.61.81.233,3.08768367767334,2024-05-03 18:57:21.087630,13,9,"None None None Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
39276a632e97e9b86745fbe885461a2e,6606c453c9d256b1bb0431a0,6635325b0ef7cdfc42271524,66353090756460b1129b59e0,plant/plant_03/05/0029.png,1,0,0,False,12,188.61.81.233,3.155557632446289,2024-05-03 18:57:25.885294,13,9,"None None None Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
39276a632e97e9b86745fbe885461a2e,6606c453c9d256b1bb0431a0,6635325b0ef7cdfc42271524,66353090756460b1129b59e0,car/car_03/01/0046.png,0,0,1,False,13,188.61.81.233,3.1249568462371826,2024-05-03 18:57:30.528101,13,9,"None None None Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
39276a632e97e9b86745fbe885461a2e,6606c453c9d256b1bb0431a0,6635325b0ef7cdfc42271524,66353090756460b1129b59e0,laptop/laptop_03/03/0012.png,0,0,1,False,14,188.61.81.233,2.720641613006592,2024-05-03 18:57:34.883283,13,9,"None None None Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
39276a632e97e9b86745fbe885461a2e,6606c453c9d256b1bb0431a0,6635325b0ef7cdfc42271524,66353090756460b1129b59e0,laptop/laptop_03/04/0017.png,0,0,1,False,15,188.61.81.233,2.80275821685791,2024-05-03 18:57:39.299787,13,9,"None None None Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
39276a632e97e9b86745fbe885461a2e,6606c453c9d256b1bb0431a0,6635325b0ef7cdfc42271524,66353090756460b1129b59e0,bench/bench_03/04/0006.png,0,0,1,False,16,188.61.81.233,2.858099937438965,2024-05-03 18:57:43.810863,13,9,"None None None Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
39276a632e97e9b86745fbe885461a2e,6606c453c9d256b1bb0431a0,6635325b0ef7cdfc42271524,66353090756460b1129b59e0,motorcycle/motorcycle_03/01/0010.png,0,0,1,False,17,188.61.81.233,2.514862537384033,2024-05-03 18:57:48.091884,13,9,"None None None Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
39276a632e97e9b86745fbe885461a2e,6606c453c9d256b1bb0431a0,6635325b0ef7cdfc42271524,66353090756460b1129b59e0,suitcase/suitcase_03/02/0030.png,1,0,0,False,18,188.61.81.233,3.329983949661255,2024-05-03 18:57:53.099862,13,9,"None None None Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
39276a632e97e9b86745fbe885461a2e,6606c453c9d256b1bb0431a0,6635325b0ef7cdfc42271524,66353090756460b1129b59e0,car/car_03/02/0049.png,0,0,1,False,19,188.61.81.233,3.231509208679199,2024-05-03 18:57:58.278945,13,9,"None None None Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
39276a632e97e9b86745fbe885461a2e,6606c453c9d256b1bb0431a0,6635325b0ef7cdfc42271524,66353090756460b1129b59e0,hydrant/hydrant_03/05/0012.png,0,0,1,False,20,188.61.81.233,4.212205648422241,2024-05-03 19:00:03.170978,13,9,"None None None Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
39276a632e97e9b86745fbe885461a2e,6606c453c9d256b1bb0431a0,6635325b0ef7cdfc42271524,66353090756460b1129b59e0,plant/plant_03/02/0013.png,0,0,1,False,21,188.61.81.233,4.100743532180786,2024-05-03 19:00:10.198346,13,9,"None None None Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
39276a632e97e9b86745fbe885461a2e,6606c453c9d256b1bb0431a0,6635325b0ef7cdfc42271524,66353090756460b1129b59e0,hydrant/hydrant_03/04/0023.png,0,0,1,False,22,188.61.81.233,3.7462351322174072,2024-05-03 19:00:16.837045,13,9,"None None None Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
