unique_string,worker_id,assignment_id,hit_id,video_url,response,label,correctness,timeout,experiment_number,ip_address,time_taken,submission_timestamp,correct_during_trial,incorrect_during_trial,device_properties
edc35f2fbe290ba5985a579c0cc53e5e,636553b5403f5e4ab40868c5,663460e8fd3d8f06792aec49,66345bc8c23aa2b5cfd28a05,chair/chair_03/01/0042.png,0,0,1,False,0,69.113.131.167,2.8684840202331543,2024-05-03 04:01:56.404775,11,10,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
edc35f2fbe290ba5985a579c0cc53e5e,636553b5403f5e4ab40868c5,663460e8fd3d8f06792aec49,66345bc8c23aa2b5cfd28a05,couch/couch_03/02/0009.png,0,0,1,False,1,69.113.131.167,2.1940226554870605,2024-05-03 04:01:59.955778,11,10,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
edc35f2fbe290ba5985a579c0cc53e5e,636553b5403f5e4ab40868c5,663460e8fd3d8f06792aec49,66345bc8c23aa2b5cfd28a05,suitcase/suitcase_03/02/0046.png,1,0,0,False,2,69.113.131.167,3.868443965911865,2024-05-03 04:02:04.987436,11,10,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
edc35f2fbe290ba5985a579c0cc53e5e,636553b5403f5e4ab40868c5,663460e8fd3d8f06792aec49,66345bc8c23aa2b5cfd28a05,laptop/laptop_03/03/0011.png,0,0,1,False,3,69.113.131.167,3.2773141860961914,2024-05-03 04:02:09.431395,11,10,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
edc35f2fbe290ba5985a579c0cc53e5e,636553b5403f5e4ab40868c5,663460e8fd3d8f06792aec49,66345bc8c23aa2b5cfd28a05,bench/bench_03/04/0010.png,0,0,1,False,4,69.113.131.167,2.545241355895996,2024-05-03 04:02:13.139467,11,10,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
edc35f2fbe290ba5985a579c0cc53e5e,636553b5403f5e4ab40868c5,663460e8fd3d8f06792aec49,66345bc8c23aa2b5cfd28a05,couch/couch_03/04/0018.png,0,0,1,False,5,69.113.131.167,2.3229706287384038,2024-05-03 04:02:16.608104,11,10,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
edc35f2fbe290ba5985a579c0cc53e5e,636553b5403f5e4ab40868c5,663460e8fd3d8f06792aec49,66345bc8c23aa2b5cfd28a05,car/car_03/05/0034.png,0,0,1,False,6,69.113.131.167,2.4490113258361816,2024-05-03 04:02:20.590735,11,10,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
edc35f2fbe290ba5985a579c0cc53e5e,636553b5403f5e4ab40868c5,663460e8fd3d8f06792aec49,66345bc8c23aa2b5cfd28a05,motorcycle/motorcycle_03/05/0038.png,1,0,0,False,7,69.113.131.167,2.911862134933472,2024-05-03 04:02:24.676962,11,10,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
edc35f2fbe290ba5985a579c0cc53e5e,636553b5403f5e4ab40868c5,663460e8fd3d8f06792aec49,66345bc8c23aa2b5cfd28a05,bench/bench_03/03/0027.png,0,0,1,False,8,69.113.131.167,2.5662968158721924,2024-05-03 04:02:28.923233,11,10,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
edc35f2fbe290ba5985a579c0cc53e5e,636553b5403f5e4ab40868c5,663460e8fd3d8f06792aec49,66345bc8c23aa2b5cfd28a05,suitcase/suitcase_03/04/0015.png,0,0,1,False,9,69.113.131.167,3.039377450942993,2024-05-03 04:02:33.346897,11,10,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
edc35f2fbe290ba5985a579c0cc53e5e,636553b5403f5e4ab40868c5,663460e8fd3d8f06792aec49,66345bc8c23aa2b5cfd28a05,motorcycle/motorcycle_03/03/0040.png,1,0,0,False,10,69.113.131.167,3.422736644744873,2024-05-03 04:02:37.989194,11,10,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
edc35f2fbe290ba5985a579c0cc53e5e,636553b5403f5e4ab40868c5,663460e8fd3d8f06792aec49,66345bc8c23aa2b5cfd28a05,car/car_03/05/0044.png,0,0,1,False,11,69.113.131.167,3.483638286590576,2024-05-03 04:02:42.622316,11,10,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
edc35f2fbe290ba5985a579c0cc53e5e,636553b5403f5e4ab40868c5,663460e8fd3d8f06792aec49,66345bc8c23aa2b5cfd28a05,plant/plant_03/05/0029.png,1,0,0,False,12,69.113.131.167,2.2869865894317627,2024-05-03 04:02:46.107688,11,10,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
edc35f2fbe290ba5985a579c0cc53e5e,636553b5403f5e4ab40868c5,663460e8fd3d8f06792aec49,66345bc8c23aa2b5cfd28a05,car/car_03/01/0046.png,0,0,1,False,13,69.113.131.167,2.7818310260772705,2024-05-03 04:02:50.047720,11,10,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
