img_url,label
bench/bench_01/01/0000.png,1.0
bench/bench_01/01/0001.png,1.0
bench/bench_01/01/0002.png,1.0
bench/bench_01/01/0003.png,1.0
bench/bench_01/01/0004.png,1.0
bench/bench_01/01/0005.png,1.0
bench/bench_01/01/0006.png,1.0
bench/bench_01/01/0007.png,1.0
bench/bench_01/01/0008.png,1.0
bench/bench_01/01/0009.png,1.0
bench/bench_01/01/0010.png,1.0
bench/bench_01/01/0011.png,1.0
bench/bench_01/01/0012.png,1.0
bench/bench_01/01/0013.png,1.0
bench/bench_01/01/0014.png,1.0
bench/bench_01/01/0015.png,1.0
bench/bench_01/01/0016.png,1.0
bench/bench_01/01/0017.png,1.0
bench/bench_01/01/0018.png,1.0
bench/bench_01/01/0024.png,0.0
bench/bench_01/01/0039.png,0.0
bench/bench_01/01/0040.png,0.0
bench/bench_01/02/0014.png,0.0
bench/bench_01/02/0015.png,0.0
bench/bench_01/02/0016.png,0.0
bench/bench_01/02/0017.png,0.0
bench/bench_01/02/0018.png,0.0
bench/bench_01/02/0019.png,0.0
bench/bench_01/02/0020.png,0.0
bench/bench_01/02/0021.png,0.0
bench/bench_01/02/0022.png,0.0
bench/bench_01/02/0023.png,0.0
bench/bench_01/02/0024.png,0.0
bench/bench_01/02/0031.png,1.0
bench/bench_01/02/0032.png,1.0
bench/bench_01/02/0033.png,1.0
bench/bench_01/02/0034.png,1.0
bench/bench_01/02/0035.png,1.0
bench/bench_01/02/0036.png,1.0
bench/bench_01/02/0037.png,1.0
bench/bench_01/02/0038.png,1.0
bench/bench_01/02/0039.png,1.0
bench/bench_01/02/0040.png,1.0
bench/bench_01/02/0041.png,1.0
bench/bench_01/02/0042.png,1.0
bench/bench_01/02/0043.png,1.0
bench/bench_01/02/0044.png,1.0
bench/bench_01/02/0045.png,1.0
bench/bench_01/02/0046.png,1.0
bench/bench_01/02/0047.png,1.0
bench/bench_01/02/0048.png,1.0
bench/bench_01/02/0049.png,1.0
bench/bench_01/03/0000.png,1.0
bench/bench_01/03/0001.png,1.0
bench/bench_01/03/0002.png,1.0
bench/bench_01/03/0009.png,1.0
bench/bench_01/03/0010.png,1.0
bench/bench_01/03/0011.png,1.0
bench/bench_01/03/0012.png,1.0
bench/bench_01/03/0013.png,1.0
bench/bench_01/03/0014.png,1.0
bench/bench_01/03/0020.png,0.0
bench/bench_01/03/0021.png,0.0
bench/bench_01/03/0022.png,0.0
bench/bench_01/03/0023.png,0.0
bench/bench_01/03/0024.png,0.0
bench/bench_01/03/0039.png,0.0
bench/bench_01/03/0048.png,1.0
bench/bench_01/03/0049.png,1.0
bench/bench_01/04/0010.png,1.0
bench/bench_01/04/0011.png,1.0
bench/bench_01/04/0012.png,1.0
bench/bench_01/04/0013.png,1.0
bench/bench_01/04/0014.png,1.0
bench/bench_01/04/0015.png,1.0
bench/bench_01/04/0016.png,1.0
bench/bench_01/04/0023.png,1.0
bench/bench_01/04/0037.png,0.0
bench/bench_01/04/0038.png,0.0
bench/bench_01/04/0039.png,0.0
bench/bench_01/04/0040.png,0.0
bench/bench_01/04/0041.png,0.0
bench/bench_01/04/0042.png,0.0
bench/bench_01/04/0043.png,0.0
bench/bench_01/04/0044.png,0.0
bench/bench_01/04/0045.png,0.0
bench/bench_01/04/0046.png,0.0
bench/bench_01/04/0047.png,0.0
bench/bench_01/04/0048.png,0.0
bench/bench_01/04/0049.png,0.0
bench/bench_01/05/0000.png,1.0
bench/bench_01/05/0001.png,1.0
bench/bench_01/05/0002.png,1.0
bench/bench_01/05/0003.png,1.0
bench/bench_01/05/0004.png,1.0
bench/bench_01/05/0005.png,1.0
bench/bench_01/05/0006.png,1.0
bench/bench_01/05/0007.png,1.0
bench/bench_01/05/0008.png,1.0
bench/bench_01/05/0009.png,1.0
bench/bench_01/05/0010.png,1.0
bench/bench_01/05/0011.png,1.0
bench/bench_01/05/0012.png,1.0
bench/bench_01/05/0013.png,1.0
bench/bench_01/05/0014.png,1.0
bench/bench_01/05/0015.png,1.0
bench/bench_01/05/0016.png,1.0
bench/bench_01/05/0017.png,1.0
bench/bench_01/05/0038.png,0.0
bench/bench_01/05/0039.png,0.0
bench/bench_01/05/0040.png,0.0
bench/bench_01/06/0000.png,0.0
bench/bench_01/06/0001.png,0.0
bench/bench_01/06/0002.png,0.0
bench/bench_01/06/0003.png,0.0
bench/bench_01/06/0004.png,0.0
bench/bench_01/06/0005.png,0.0
bench/bench_01/06/0006.png,0.0
bench/bench_01/06/0007.png,0.0
bench/bench_01/06/0008.png,0.0
bench/bench_01/06/0009.png,0.0
bench/bench_01/06/0010.png,0.0
bench/bench_01/06/0011.png,0.0
bench/bench_01/06/0012.png,0.0
bench/bench_01/06/0013.png,0.0
bench/bench_01/06/0014.png,0.0
bench/bench_01/06/0015.png,0.0
bench/bench_01/06/0016.png,0.0
bench/bench_01/06/0017.png,0.0
bench/bench_01/06/0025.png,1.0
bench/bench_01/06/0026.png,1.0
bench/bench_01/06/0027.png,1.0
bench/bench_01/06/0028.png,1.0
bench/bench_01/06/0029.png,1.0
bench/bench_01/06/0030.png,1.0
bench/bench_01/06/0031.png,1.0
bench/bench_01/06/0032.png,1.0
bench/bench_01/06/0033.png,1.0
bench/bench_01/06/0034.png,1.0
bench/bench_01/06/0035.png,1.0
bench/bench_01/06/0036.png,1.0
bench/bench_01/06/0037.png,1.0
bench/bench_01/06/0038.png,1.0
bench/bench_01/06/0039.png,1.0
bench/bench_01/06/0048.png,0.0
bench/bench_01/06/0049.png,0.0
bench/bench_01/07/0000.png,0.0
bench/bench_01/07/0001.png,0.0
bench/bench_01/07/0002.png,0.0
bench/bench_01/07/0003.png,0.0
bench/bench_01/07/0004.png,0.0
bench/bench_01/07/0015.png,1.0
bench/bench_01/07/0016.png,1.0
bench/bench_01/07/0017.png,1.0
bench/bench_01/07/0018.png,1.0
bench/bench_01/07/0019.png,1.0
bench/bench_01/07/0020.png,1.0
bench/bench_01/07/0021.png,1.0
bench/bench_01/07/0022.png,1.0
bench/bench_01/07/0023.png,1.0
bench/bench_01/07/0024.png,1.0
bench/bench_01/07/0025.png,1.0
bench/bench_01/07/0026.png,1.0
bench/bench_01/07/0027.png,1.0
bench/bench_01/07/0045.png,0.0
bench/bench_01/07/0046.png,0.0
bench/bench_01/07/0047.png,0.0
bench/bench_01/07/0048.png,0.0
bench/bench_01/07/0049.png,0.0
bench/bench_01/08/0000.png,0.0
bench/bench_01/08/0001.png,0.0
bench/bench_01/08/0002.png,0.0
bench/bench_01/08/0003.png,0.0
bench/bench_01/08/0004.png,0.0
bench/bench_01/08/0010.png,0.0
bench/bench_01/08/0011.png,0.0
bench/bench_01/08/0012.png,0.0
bench/bench_01/08/0013.png,0.0
bench/bench_01/08/0014.png,0.0
bench/bench_01/08/0015.png,0.0
bench/bench_01/08/0016.png,0.0
bench/bench_01/08/0017.png,0.0
bench/bench_01/08/0018.png,0.0
bench/bench_01/08/0019.png,0.0
bench/bench_01/08/0020.png,0.0
bench/bench_01/08/0021.png,0.0
bench/bench_01/08/0022.png,0.0
bench/bench_01/08/0023.png,0.0
bench/bench_01/08/0024.png,0.0
bench/bench_01/08/0025.png,0.0
bench/bench_01/08/0026.png,0.0
bench/bench_01/08/0034.png,1.0
bench/bench_01/08/0035.png,1.0
bench/bench_01/08/0036.png,1.0
bench/bench_01/08/0037.png,1.0
bench/bench_01/08/0038.png,1.0
bench/bench_01/08/0039.png,1.0
bench/bench_01/08/0040.png,1.0
bench/bench_01/08/0041.png,1.0
bench/bench_01/08/0042.png,1.0
bench/bench_01/08/0043.png,1.0
bench/bench_01/08/0044.png,1.0
bench/bench_01/08/0045.png,1.0
bench/bench_01/08/0046.png,1.0
bench/bench_01/08/0047.png,1.0
bench/bench_01/08/0048.png,1.0
bench/bench_01/08/0049.png,1.0
bench/bench_01/09/0001.png,0.0
bench/bench_01/09/0002.png,0.0
bench/bench_01/09/0003.png,0.0
bench/bench_01/09/0004.png,0.0
bench/bench_01/09/0009.png,0.0
bench/bench_01/09/0010.png,0.0
bench/bench_01/09/0011.png,0.0
bench/bench_01/09/0012.png,0.0
bench/bench_01/09/0013.png,0.0
bench/bench_01/09/0014.png,0.0
bench/bench_01/09/0025.png,1.0
bench/bench_01/09/0026.png,1.0
bench/bench_01/09/0027.png,1.0
bench/bench_01/09/0028.png,1.0
bench/bench_01/09/0029.png,1.0
bench/bench_01/09/0030.png,1.0
bench/bench_01/09/0031.png,1.0
bench/bench_01/09/0032.png,1.0
bench/bench_01/09/0033.png,1.0
bench/bench_01/09/0042.png,0.0
bench/bench_01/09/0043.png,0.0
bench/bench_01/09/0044.png,0.0
bench/bench_01/09/0045.png,0.0
bench/bench_01/09/0046.png,0.0
bench/bench_01/09/0047.png,0.0
bench/bench_01/09/0048.png,0.0
bench/bench_01/09/0049.png,0.0
bench/bench_01/10/0000.png,1.0
bench/bench_01/10/0001.png,1.0
bench/bench_01/10/0002.png,1.0
bench/bench_01/10/0010.png,0.0
bench/bench_01/10/0011.png,0.0
bench/bench_01/10/0012.png,0.0
bench/bench_01/10/0013.png,0.0
bench/bench_01/10/0014.png,0.0
bench/bench_01/10/0015.png,0.0
bench/bench_01/10/0016.png,0.0
bench/bench_01/10/0017.png,0.0
bench/bench_01/10/0018.png,0.0
bench/bench_01/10/0019.png,0.0
bench/bench_01/10/0020.png,0.0
bench/bench_01/10/0021.png,0.0
bench/bench_01/10/0036.png,1.0
bench/bench_01/10/0037.png,1.0
bench/bench_01/10/0038.png,1.0
bench/bench_01/10/0039.png,1.0
bench/bench_01/10/0040.png,1.0
bench/bench_01/10/0041.png,1.0
