unique_string,worker_id,assignment_id,hit_id,video_url,response,label,correctness,timeout,experiment_number,ip_address,time_taken,submission_timestamp,correct_during_trial,incorrect_during_trial,device_properties
c92459cf47704955d4f7298700a54c9a,5fab96ef26d50d6aaaf48b9b,66186ff74d58db96d8ff7654,661865910f975fb00cd0693f,chair/chair_03/03/0037.png,1,1,1,False,0,68.107.120.149,3.187488079071045,2024-04-11 23:24:28.665807,19,2,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
c92459cf47704955d4f7298700a54c9a,5fab96ef26d50d6aaaf48b9b,66186ff74d58db96d8ff7654,661865910f975fb00cd0693f,chair/chair_03/09/0033.png,0,0,1,False,1,68.107.120.149,3.031163215637207,2024-04-11 23:24:33.165226,19,2,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
c92459cf47704955d4f7298700a54c9a,5fab96ef26d50d6aaaf48b9b,66186ff74d58db96d8ff7654,661865910f975fb00cd0693f,suitcase/suitcase_03/07/0016.png,0,0,1,False,2,68.107.120.149,3.135140419006348,2024-04-11 23:24:37.731396,19,2,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
c92459cf47704955d4f7298700a54c9a,5fab96ef26d50d6aaaf48b9b,66186ff74d58db96d8ff7654,661865910f975fb00cd0693f,couch/couch_03/03/0040.png,1,1,1,False,3,68.107.120.149,3.0163965225219727,2024-04-11 23:24:42.140985,19,2,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
c92459cf47704955d4f7298700a54c9a,5fab96ef26d50d6aaaf48b9b,66186ff74d58db96d8ff7654,661865910f975fb00cd0693f,chair/chair_03/07/0048.png,0,0,1,False,4,68.107.120.149,3.0954296588897705,2024-04-11 23:24:46.829291,19,2,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
c92459cf47704955d4f7298700a54c9a,5fab96ef26d50d6aaaf48b9b,66186ff74d58db96d8ff7654,661865910f975fb00cd0693f,hydrant/hydrant_03/06/0005.png,1,0,0,False,5,68.107.120.149,3.402474164962769,2024-04-11 23:24:51.652220,19,2,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
c92459cf47704955d4f7298700a54c9a,5fab96ef26d50d6aaaf48b9b,66186ff74d58db96d8ff7654,661865910f975fb00cd0693f,chair/chair_03/07/0044.png,0,0,1,True,6,68.107.120.149,4.283987760543823,2024-04-11 23:24:57.355737,19,2,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
c92459cf47704955d4f7298700a54c9a,5fab96ef26d50d6aaaf48b9b,66186ff74d58db96d8ff7654,661865910f975fb00cd0693f,car/car_03/07/0019.png,0,0,1,False,7,68.107.120.149,3.0585107803344727,2024-04-11 23:25:01.818552,19,2,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
c92459cf47704955d4f7298700a54c9a,5fab96ef26d50d6aaaf48b9b,66186ff74d58db96d8ff7654,661865910f975fb00cd0693f,bench/bench_03/09/0040.png,0,0,1,False,8,68.107.120.149,2.842334508895874,2024-04-11 23:25:06.095239,19,2,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
c92459cf47704955d4f7298700a54c9a,5fab96ef26d50d6aaaf48b9b,66186ff74d58db96d8ff7654,661865910f975fb00cd0693f,umbrella/umbrella_03/09/0038.png,0,0,1,False,9,68.107.120.149,2.8592326641082764,2024-04-11 23:25:10.361004,19,2,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
c92459cf47704955d4f7298700a54c9a,5fab96ef26d50d6aaaf48b9b,66186ff74d58db96d8ff7654,661865910f975fb00cd0693f,couch/couch_03/05/0047.png,1,1,1,False,10,68.107.120.149,2.848837375640869,2024-04-11 23:25:14.622892,19,2,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
c92459cf47704955d4f7298700a54c9a,5fab96ef26d50d6aaaf48b9b,66186ff74d58db96d8ff7654,661865910f975fb00cd0693f,umbrella/umbrella_03/09/0009.png,0,0,1,False,11,68.107.120.149,2.61834454536438,2024-04-11 23:25:18.652858,19,2,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
c92459cf47704955d4f7298700a54c9a,5fab96ef26d50d6aaaf48b9b,66186ff74d58db96d8ff7654,661865910f975fb00cd0693f,chair/chair_03/01/0042.png,1,1,1,True,12,68.107.120.149,4.36830472946167,2024-04-11 23:25:24.430458,19,2,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
c92459cf47704955d4f7298700a54c9a,5fab96ef26d50d6aaaf48b9b,66186ff74d58db96d8ff7654,661865910f975fb00cd0693f,laptop/laptop_03/08/0012.png,0,0,1,False,13,68.107.120.149,2.980632066726685,2024-04-11 23:25:28.823493,19,2,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
c92459cf47704955d4f7298700a54c9a,5fab96ef26d50d6aaaf48b9b,66186ff74d58db96d8ff7654,661865910f975fb00cd0693f,suitcase/suitcase_03/04/0018.png,1,1,1,False,14,68.107.120.149,3.0124857425689697,2024-04-11 23:25:33.233778,19,2,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
c92459cf47704955d4f7298700a54c9a,5fab96ef26d50d6aaaf48b9b,66186ff74d58db96d8ff7654,661865910f975fb00cd0693f,couch/couch_03/02/0009.png,0,1,0,False,15,68.107.120.149,3.4411375522613525,2024-04-11 23:25:38.176137,19,2,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
c92459cf47704955d4f7298700a54c9a,5fab96ef26d50d6aaaf48b9b,66186ff74d58db96d8ff7654,661865910f975fb00cd0693f,motorcycle/motorcycle_03/08/0003.png,0,0,1,False,16,68.107.120.149,2.715897798538208,2024-04-11 23:25:42.430960,19,2,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
c92459cf47704955d4f7298700a54c9a,5fab96ef26d50d6aaaf48b9b,66186ff74d58db96d8ff7654,661865910f975fb00cd0693f,chair/chair_03/08/0042.png,0,0,1,False,17,68.107.120.149,2.797546148300171,2024-04-11 23:25:46.644952,19,2,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
c92459cf47704955d4f7298700a54c9a,5fab96ef26d50d6aaaf48b9b,66186ff74d58db96d8ff7654,661865910f975fb00cd0693f,chair/chair_03/07/0039.png,0,0,1,False,18,68.107.120.149,3.35050368309021,2024-04-11 23:25:51.405488,19,2,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
c92459cf47704955d4f7298700a54c9a,5fab96ef26d50d6aaaf48b9b,66186ff74d58db96d8ff7654,661865910f975fb00cd0693f,suitcase/suitcase_03/08/0012.png,0,0,1,False,19,68.107.120.149,2.7990193367004395,2024-04-11 23:25:55.605668,19,2,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
c92459cf47704955d4f7298700a54c9a,5fab96ef26d50d6aaaf48b9b,66186ff74d58db96d8ff7654,661865910f975fb00cd0693f,suitcase/suitcase_03/02/0046.png,0,1,0,False,20,68.107.120.149,2.7486467361450195,2024-04-11 23:26:03.646036,19,2,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
c92459cf47704955d4f7298700a54c9a,5fab96ef26d50d6aaaf48b9b,66186ff74d58db96d8ff7654,661865910f975fb00cd0693f,bench/bench_03/07/0022.png,0,0,1,False,21,68.107.120.149,2.62711763381958,2024-04-11 23:26:07.692257,19,2,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
c92459cf47704955d4f7298700a54c9a,5fab96ef26d50d6aaaf48b9b,66186ff74d58db96d8ff7654,661865910f975fb00cd0693f,laptop/laptop_03/03/0011.png,1,1,1,False,22,68.107.120.149,2.6972875595092773,2024-04-11 23:26:11.795350,19,2,"None None None Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
